platform,key,zh,en,status,finding_id,notes
web,essayGallery.detail.analysis.structureAnalysis,结构分析,Structure Analysis,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.analysis.suggestions,建议,Suggestions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.analysis.themeClarity,主题清晰度,Theme Clarity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.background,背景信息,Background Info,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.essayPrompt,文书题目,Essay Prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.notFound,文书不存在或已被删除,Essay not found or has been deleted,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.tabs.aiReview,AI逐段点评,AI Paragraph Review,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.tabs.original,文书原文,Original Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.verified,已认证,Verified,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.viewFullCase,查看完整案例,View Full Case,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.words,词,words,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.writeWithPrompt,以此题目写文书,Write with this prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.detail.yearLabel,年份,Year,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypeFilter,文书类型,Essay Type,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.all,全部类型,All Types,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.commonApp,Common App,Common App,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.common_app,Common App,Common App,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.supplemental,补充文书,Supplemental,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.uc,UC 文书,UC Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.whySchool,Why School,Why School,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.essayTypes.why_school,Why School,Why School,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.admissionResult,录取结果,Admission Result,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.admitted,录取,Admitted,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.advanced,高级筛选,Advanced Filter,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.advancedDesc,通过更多条件精确筛选文书,Filter essays with more criteria,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.advancedTitle,高级筛选,Advanced Filter,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.apply,应用筛选,Apply Filters,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.1,背景/身份/兴趣,Background/Identity/Interest,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.2,挫折/失败经历,Setback/Failure,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.3,质疑信念的时刻,Challenged a Belief,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.4,解决问题的经历,Problem Solving,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.5,个人成长,Personal Growth,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.6,深入探索的话题,Topic of Fascination,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.commonAppPrompts.7,自选主题,Topic of Your Choice,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.deferred,延期,Deferred,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.essayType,文书类型,Essay Type,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.otherConditions,其他条件,Other Conditions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.piqLabel,PIQ {number}: {label},PIQ {number}: {label},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.promptLabel,题目 {number}: {label},Prompt {number}: {label},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.rejected,拒绝,Rejected,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.reset,重置筛选,Reset Filters,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.schoolRanking,学校排名,School Ranking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.selectPIQ,选择 PIQ (1-4),Select PIQ (1-4),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.selectPrompt,选择题号 (1-7),Select prompt (1-7),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.supplementalEssays,补充文书,Supplemental,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.ucEssays,UC 系文书,UC Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.ucPIQs.1,领导力经历,Leadership Experience,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.ucPIQs.2,创意表达,Creative Expression,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.ucPIQs.3,最重要的才能,Greatest Talent,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.ucPIQs.4,重要的教育机会,Educational Opportunity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.usNewsRanking,US News 排名,US News Ranking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.verifiedOnly,仅显示已验证,Verified Only,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.filter.verifiedOnlyDesc,只显示经过审核认证的文书,Only show verified essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.loadError,加载失败,Failed to load,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.loadErrorDesc,无法获取文书列表，请稍后重试,"Unable to fetch essay list, please try again later",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.loading,加载中...,Loading...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.nextPage,下一页,Next,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.noPublicEssays,暂无公开文书,No Public Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.noPublicEssaysDesc,还没有用户分享文书，敬请期待,"No essays shared yet, stay tuned",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.noResults,暂无文书,No essays found,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.noResultsDesc,尝试修改筛选条件,Try adjusting your filters,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.prevPage,上一页,Previous,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quality.excellent,优秀,Excellent,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quality.good,良好,Good,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quality.needsWork,待改进,Needs Work,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quickTags.supplemental,补充文书,Supplemental,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quickTags.top20,Top 20,Top 20,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quickTags.uc,UC 文书,UC Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.quickTags.verified,已认证,Verified,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.readMore,阅读全文,Read Full Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.resultsCount,共 {count} 篇文书,{count} essays in total,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.retry,重试,Retry,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.searchPlaceholder,搜索学校名称...,Search school name...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.shareYourEssay,分享你的文书,Share Your Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.stats.admitted,录取文书,Admitted Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.stats.commonApp,Common App,Common App,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.stats.top20,Top 20 学校,Top 20 Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.stats.total,总文书数,Total Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.title,文书案例库,Essay Library,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.unknownSchool,未知学校,Unknown School,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.viewDetail,查看详情,View Detail,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.wordCount,{count} 词,{count} words,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayGallery.yearFilter,申请年份,Application Year,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.actions,操作,Actions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.allGroups,所有分组,All Groups,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.allStatuses,全部,All,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.cancel,取消,Cancel,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.confirmSave,保存选中的 {count} 条,Save {count} selected,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.coverage,覆盖率,Coverage,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.duration,耗时,Duration,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.essaysFound,条文书,essays found,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.failed,失败,Failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.group,分组,Group,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.lastScraped,最近采集,Last Scraped,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.loadFailed,加载管道数据失败,Failed to load pipeline data,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.loading,加载中...,Loading...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.needsVerification,等待审核验证,Awaiting verification,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.never,从未,Never,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.noEssaysFound,未在此页面找到文书题目,No essay prompts found on this page,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.noRuns,暂无运行记录,No pipeline runs yet,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.noSources,暂无采集源配置,No sources configured,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.notScraped,未采集,Not Scraped,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.pendingReview,待审核,Pending Review,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.pipeline,采集管道,Pipeline,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.pipelineHistory,管道运行历史,Pipeline Run History,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.pipelineStartFailed,管道启动失败,Failed to start pipeline,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.pipelineStarted,管道已启动,Pipeline started successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.rawContent,原始内容,Raw Content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.refresh,刷新,Refresh,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.results,结果,Results,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.running,运行中...,Running...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.saveFailed,保存失败,Failed to save,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.savedCount,已保存 {count} 条文书,{count} essays saved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.savedSuccessfully,保存成功,Saved successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.school,学校,School,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.schoolSources,学校采集源,School Sources,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.schoolSourcesDesc,已配置的采集源及其状态,Configured scrape sources and their status,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.schools,学校数,Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.scrapeFailed,采集失败,Scrape failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.scrapeNow,立即采集,Scrape Now,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.scrapeStarted,采集已启动,Scraping started,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.scrapeSuccess,采集成功,Scrape completed successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.scraped,已采集,Scraped,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.scrapingSchool,正在采集 {school}...,Scraping {school}...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.searchSchool,搜索学校...,Search schools...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.sourceType,来源,Source,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.startPipeline,启动全量采集,Start Full Scrape,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.startedAt,开始时间,Started,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.statusFilter,状态,Status,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.statusLabel,状态,Status,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.testScrape,测试采集,Test Scrape,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.testScrapeFailed,测试采集失败,Test scrape failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.testScrapePreview,测试采集预览,Test Scrape Preview,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.totalPrompts,文书总数,Total Prompts,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.trigger,触发方式,Trigger,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essayPipeline.year,年份,Year,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.action.browseExamples,浏览范文,Browse Examples,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.actions.addToEssay,添加到文书,Add to Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.actions.applyPolish,应用润色,Apply Polish,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.actions.copyText,复制文本,Copy Text,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.askQuestion,提问,Ask Question,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.askQuestionMessage,关于文书，我有一个问题...,I have a question about the essay...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.brainstorm,头脑风暴,Brainstorm,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.continue,AI 续写,AI Continue,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.generateOpening,生成开头,Generate Opening,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.polish,AI 润色,AI Polish,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.review,AI 评分,AI Review,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiActions.rewriteSelected,改写选中,Rewrite Selected,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiAssistant.currentEssay,当前文书,Current Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiAssistant.defaultDesc,我可以帮你评审、润色和头脑风暴文书,"I can help review, polish, and brainstorm essays",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiAssistant.selectedDesc,已选择文书，我可以帮你分析,"Essay selected, I can help analyze",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiAssistant.title,AI 文书助手,AI Essay Assistant,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiMessages.brainstormWithPrompt,帮我为这个题目头脑风暴,Help me brainstorm for this prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiMessages.brainstormWithTitle,帮我为文书头脑风暴,Help me brainstorm for the essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiMessages.polish,请润色这篇文书,Please polish this essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiMessages.review,请评审这篇文书,Please review this essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.aiTools,AI 工具,AI Tools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.clickNewToCreate,开始创作能展现你独特故事的申请文书,Start crafting compelling essays that tell your unique story,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.create,创建文书,Create Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.createDesc,创建一篇新的申请文书,Create a new application essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.description,管理您的申请文书，使用 AI 功能提升写作质量,Manage your application essays with AI-powered writing assistance,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.continueDesc,AI 根据您的内容生成了续写建议,AI has generated continuation suggestions based on your content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.continueTitle,AI 续写结果,AI Continuation Results,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.deleteDesc,确定要删除这篇文书吗？此操作无法撤销。,Are you sure you want to delete this essay? This action cannot be undone.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.deleteTitle,删除文书,Delete Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.openingDesc,AI 为您的文书生成了多种开头风格,AI has generated various opening styles for your essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.openingTitle,开头建议,Opening Suggestions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.polishDesc,AI 已根据您的文书生成润色建议,AI has generated polish suggestions for your essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.polishTitle,AI 润色结果,AI Polish Results,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.reviewTitle,AI 评分结果,AI Review Results,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.rewriteDesc,AI 为选中的段落生成了多种改写版本,AI has generated multiple rewrite versions for the selected paragraph,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.dialog.rewriteTitle,段落改写,Paragraph Rewrite,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.edit,编辑文书,Edit Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.editDesc,编辑您的文书内容,Edit your essay content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.empty.description,点击「新建文书」开始创作您的申请文书,"Click ""New Essay"" to start writing your application essays",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.empty.title,暂无文书,No Essays Yet,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.form.selectSchoolPrompt,选择院校题目,Select School Prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.label.content,正文,Content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.label.prompt,题目/提示,Prompt/Topic,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.label.title,标题,Title,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.labels.change,修改,Change,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.labels.nextSteps,后续写作建议,Next Writing Steps,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.labels.original,原文,Original,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.labels.revised,修改后,Revised,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.list,文书列表,Essay List,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.new,新建文书,New Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.onboarding.freeWriteDesc,从空白文书开始，撰写个人陈述、Common App 文书，或就任何主题练习写作。,"Start with a blank essay to draft your personal statement, Common App essay, or practice writing on any topic.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.onboarding.freeWriteTitle,自由创作,Free Write,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.onboarding.fromPromptDesc,点击「新建文书」并选择院校题目，针对特定学校的文书要求撰写回应。,"Click ""New Essay"" and select a school prompt to write a targeted response for a specific school's essay question.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.onboarding.fromPromptTitle,从院校题目开始,Start from School Prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.placeholder.content,开始写作...,Start writing...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.placeholder.prompt,输入文书题目或写作提示（可选）,Enter essay prompt or topic (optional),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.placeholder.title,输入文书标题,Enter essay title,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.clearLink,取消关联,Clear linked prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.linkPrompt,选择院校题目,Find School Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.linked,已关联题目,Linked to prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.noPrompts,该学校暂无已验证的文书题目,No verified prompts found for this school,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.optional,选答,Optional,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.required,必选,Required,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.searchSchool,搜索学校...,Search for a school...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.selectPrompt,选择题目,Select a prompt,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.ACTIVITY,活动文书,Activity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.OPTIONAL,选答题,Optional,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.OTHER,其他,Other,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.PERSONAL_STATEMENT,个人陈述,Personal Statement,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.SHORT_ANSWER,简答题,Short Answer,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.SUPPLEMENTAL,补充文书,Supplemental,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.types.WHY_SCHOOL,Why School,Why School,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.promptSelector.wordLimit,{count} 字,{count} words,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.review.excellentWork,您的文书质量很高，暂无修改建议,"Your essay is of high quality, no suggestions needed",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.review.noSuggestions,太棒了！,Excellent!,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.selectToView,欢迎来到文书工作台,Welcome to Your Essay Workshop,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.startFromTargetSchool,从目标学校开始,Start from Target Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tabs.changeComparison,修改对比,Change Comparison,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tabs.details,详细评分,Detailed Scores,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tabs.polishedResult,润色结果,Polished Result,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.targetSchoolHint,先添加目标学校，再根据学校文书题目写作,"Add target schools first, then write essays based on their prompts",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tips.step1,前往「个人档案 > 选校」添加目标院校，解锁院校专属文书题目,Add your target schools in Profile > School Selection to unlock school-specific essay prompts,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tips.step2,点击「新建文书」，使用「选择院校题目」查找各学校要求的具体文书题,"Click ""New Essay"" and use ""Select School Prompt"" to find the exact prompts required by each school",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tips.step3,在「案例库」浏览获录文书，学习成功文书的结构和主题,Browse winning essays in the Case Library to study successful structures and themes,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.title,我的文书,My Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.contentRequired,请先输入文书内容,Please enter essay content first,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.continuationAdded,已将续写内容添加到文书,Continuation added to essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.continueFailed,续写失败，请重试,"Continue failed, please try again",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.copied,已复制到剪贴板,Copied to clipboard,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.deleted,文书删除成功,Essay deleted successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.openingFailed,生成开头失败，请重试,"Generate opening failed, please try again",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.polishApplied,已应用润色结果,Polish results applied,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.polishFailed,AI 润色失败，请重试,"AI polish failed, please try again",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.promptRequired,请先输入文书题目,Please enter essay prompt first,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.reviewFailed,AI 评分失败，请重试,"AI review failed, please try again",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.rewriteFailed,改写失败，请重试,"Rewrite failed, please try again",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
